<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
A,20190527,68.36,68.36,68.36,68.36,0
AA,20190527,23.01,23.01,23.01,23.01,0
AAN,20190527,54.44,54.44,54.44,54.44,0
AAP,20190527,158.09,158.09,158.09,158.09,0
AAT,20190527,45.97,45.97,45.97,45.97,0
AB,20190527,28.55,28.55,28.55,28.55,0
ABB,20190527,18.83,18.83,18.83,18.83,0
ABBV,20190527,80.06,80.06,80.06,80.06,0
ABC,20190527,80.68,80.68,80.68,80.68,0
ABEV,20190527,4.26,4.26,4.26,4.26,0
ABG,20190527,78.58,78.58,78.58,78.58,0
ABM,20190527,37.1,37.1,37.1,37.1,0
ABR,20190527,12.94,12.94,12.94,12.94,0
ABR-A,20190527,25.84,25.84,25.84,25.84,0
ABR-B,20190527,25.58,25.58,25.58,25.58,0
ABR-C,20190527,26.14,26.14,26.14,26.14,0
ABT,20190527,76.98,76.98,76.98,76.98,0
AC,20190527,38.93,38.93,38.93,38.93,0
ACA,20190527,34.42,34.42,34.42,34.42,0
ACB,20190527,8.31,8.31,8.31,8.31,0
ACC,20190527,47.34,47.34,47.34,47.34,0
ACCO,20190527,7.83,7.83,7.83,7.83,0
ACH,20190527,8.44,8.44,8.44,8.44,0
ACM,20190527,31.56,31.56,31.56,31.56,0
ACN,20190527,178.81,178.81,178.81,178.81,0
ACP,20190527,12.66,12.66,12.66,12.66,0
ACRE,20190527,15.12,15.12,15.12,15.12,0
ACV,20190527,23.03,23.03,23.03,23.03,0
ADC,20190527,68.28,68.28,68.28,68.28,0
ADM,20190527,39.16,39.16,39.16,39.16,0
ADNT,20190527,17.36,17.36,17.36,17.36,0
ADS,20190527,143.34,143.34,143.34,143.34,0
ADSW,20190527,32.18,32.18,32.18,32.18,0
ADT,20190527,6.19,6.19,6.19,6.19,0
ADX,20190527,14.83,14.83,14.83,14.83,0
AEB,20190527,22.88,22.88,22.88,22.88,0
AEE,20190527,75.38,75.38,75.38,75.38,0
AEG,20190527,4.67,4.67,4.67,4.67,0
AEH,20190527,25.84,25.84,25.84,25.84,0
AEL,20190527,29.78,29.78,29.78,29.78,0
AEM,20190527,41.14,41.14,41.14,41.14,0
AEO,20190527,18.7,18.7,18.7,18.7,0
AEP,20190527,88.29,88.29,88.29,88.29,0
AEP-B,20190527,53.41,53.41,53.41,53.41,0
AER,20190527,46.92,46.92,46.92,46.92,0
AES,20190527,16.5,16.5,16.5,16.5,0
AFB,20190527,13.17,13.17,13.17,13.17,0
AFC,20190527,25.65,25.65,25.65,25.65,0
AFG,20190527,99.75,99.75,99.75,99.75,0
AFGB,20190527,26.35,26.35,26.35,26.35,0
AFGE,20190527,26.11,26.11,26.11,26.11,0
AFGH,20190527,26.23,26.23,26.23,26.23,0
AFI,20190527,11.6,11.6,11.6,11.6,0
AFL,20190527,52.01,52.01,52.01,52.01,0
AFT,20190527,14.96,14.96,14.96,14.96,0
AG,20190527,5.67,5.67,5.67,5.67,0
AGCO,20190527,66.18,66.18,66.18,66.18,0
AGD,20190527,9.17,9.17,9.17,9.17,0
AGI,20190527,4.53,4.53,4.53,4.53,0
AGM,20190527,71.44,71.44,71.44,71.44,0
AGM-A,20190527,25.72,25.72,25.72,25.72,0
AGM-C,20190527,26.7351,26.7351,26.7351,26.7351,0
AGM-D,20190527,25.12,25.12,25.12,25.12,0
AGM.A,20190527,64.33,64.33,64.33,64.33,0
AGN,20190527,135.51,135.51,135.51,135.51,0
AGO,20190527,42,42,42,42,0
AGO-B,20190527,27.3,27.3,27.3,27.3,0
AGO-E,20190527,26.17,26.17,26.17,26.17,0
AGO-F,20190527,25.77,25.77,25.77,25.77,0
AGR,20190527,50.83,50.83,50.83,50.83,0
AGRO,20190527,6.35,6.35,6.35,6.35,0
AGS,20190527,19.63,19.63,19.63,19.63,0
AGX,20190527,47.35,47.35,47.35,47.35,0
AHC,20190527,3.88,3.88,3.88,3.88,0
AHH,20190527,16.55,16.55,16.55,16.55,0
AHL-C,20190527,26.2,26.2,26.2,26.2,0
AHL-D,20190527,24.9352,24.9352,24.9352,24.9352,0
AHT,20190527,4.94,4.94,4.94,4.94,0
AHT-D,20190527,25.55,25.55,25.55,25.55,0
AHT-F,20190527,23.5,23.5,23.5,23.5,0
AHT-G,20190527,23.21,23.21,23.21,23.21,0
AHT-H,20190527,23.3,23.3,23.3,23.3,0
AHT-I,20190527,23.47,23.47,23.47,23.47,0
AI,20190527,7.1,7.1,7.1,7.1,0
AI-B,20190527,22.05,22.05,22.05,22.05,0
AI-C,20190527,23.25,23.25,23.25,23.25,0
AIC,20190527,24.6224,24.6224,24.6224,24.6224,0
AIF,20190527,14.85,14.85,14.85,14.85,0
AIG,20190527,52.76,52.76,52.76,52.76,0
AIG-A,20190527,26.3,26.3,26.3,26.3,0
AIG.W,20190527,11.96,11.96,11.96,11.96,0
AIN,20190527,74.25,74.25,74.25,74.25,0
AIR,20190527,30.84,30.84,30.84,30.84,0
AIT,20190527,55.34,55.34,55.34,55.34,0
AIV,20190527,51.04,51.04,51.04,51.04,0
AIW,20190527,24.2144,24.2144,24.2144,24.2144,0
AIZ,20190527,100.85,100.85,100.85,100.85,0
AIZP,20190527,105.71,105.71,105.71,105.71,0
AJG,20190527,84.28,84.28,84.28,84.28,0
AJRD,20190527,37.4,37.4,37.4,37.4,0
AJX,20190527,13.61,13.61,13.61,13.61,0
AJXA,20190527,26.14,26.14,26.14,26.14,0
AKO.A,20190527,17.2053,17.2053,17.2053,17.2053,0
AKO.B,20190527,20.03,20.03,20.03,20.03,0
AKR,20190527,28.46,28.46,28.46,28.46,0
AKS,20190527,1.99,1.99,1.99,1.99,0
AL,20190527,36.76,36.76,36.76,36.76,0
AL-A,20190527,26.48,26.48,26.48,26.48,0
ALB,20190527,66.8,66.8,66.8,66.8,0
ALC,20190527,59,59,59,59,0
ALE,20190527,82.49,82.49,82.49,82.49,0
ALEX,20190527,23.76,23.76,23.76,23.76,0
ALG,20190527,95.43,95.43,95.43,95.43,0
ALK,20190527,60.59,60.59,60.59,60.59,0
ALL,20190527,96.37,96.37,96.37,96.37,0
ALL-A,20190527,25.5,25.5,25.5,25.5,0
ALL-B,20190527,25.3,25.3,25.3,25.3,0
ALL-G,20190527,25.96,25.96,25.96,25.96,0
ALL-Y,20190527,25.88,25.88,25.88,25.88,0
ALLE,20190527,99.28,99.28,99.28,99.28,0
ALLY,20190527,29.43,29.43,29.43,29.43,0
ALP-Q,20190527,26.01,26.01,26.01,26.01,0
ALSN,20190527,42.64,42.64,42.64,42.64,0
ALV,20190527,66,66,66,66,0
ALX,20190527,384.99,384.99,384.99,384.99,0
AM,20190527,12.91,12.91,12.91,12.91,0
AMC,20190527,12.69,12.69,12.69,12.69,0
AME,20190527,84.49,84.49,84.49,84.49,0
AMG,20190527,88.4,88.4,88.4,88.4,0
AMH,20190527,24.4,24.4,24.4,24.4,0
AMH-D,20190527,26.98,26.98,26.98,26.98,0
AMH-E,20190527,26.73,26.73,26.73,26.73,0
AMH-F,20190527,24.98,24.98,24.98,24.98,0
AMH-G,20190527,25.12,25.12,25.12,25.12,0
AMH-H,20190527,25.64,25.64,25.64,25.64,0
AMN,20190527,50,50,50,50,0
AMOV,20190527,14.2987,14.2987,14.2987,14.2987,0
AMP,20190527,146.39,146.39,146.39,146.39,0
AMRC,20190527,15.12,15.12,15.12,15.12,0
AMRX,20190527,8.29,8.29,8.29,8.29,0
AMT,20190527,203,203,203,203,0
AMX,20190527,14.19,14.19,14.19,14.19,0
AN,20190527,39.7,39.7,39.7,39.7,0
ANET,20190527,255.94,255.94,255.94,255.94,0
ANF,20190527,24.61,24.61,24.61,24.61,0
ANFI,20190527,1.02,1.02,1.02,1.02,0
ANH,20190527,4.03,4.03,4.03,4.03,0
ANH-A,20190527,26.95,26.95,26.95,26.95,0
ANH-B,20190527,22.93,22.93,22.93,22.93,0
ANH-C,20190527,25.33,25.33,25.33,25.33,0
ANTM,20190527,277.25,277.25,277.25,277.25,0
AOD,20190527,8.02,8.02,8.02,8.02,0
AON,20190527,177.79,177.79,177.79,177.79,0
AOS,20190527,44.03,44.03,44.03,44.03,0
AP,20190527,4.47,4.47,4.47,4.47,0
APA,20190527,27.33,27.33,27.33,27.33,0
APAM,20190527,25.2,25.2,25.2,25.2,0
APD,20190527,204.49,204.49,204.49,204.49,0
APH,20190527,89.51,89.51,89.51,89.51,0
APHA,20190527,7.35,7.35,7.35,7.35,0
APLE,20190527,16.21,16.21,16.21,16.21,0
APO,20190527,31.81,31.81,31.81,31.81,0
APO-A,20190527,25.75,25.75,25.75,25.75,0
APO-B,20190527,25.78,25.78,25.78,25.78,0
APRN,20190527,11.1,11.1,11.1,11.1,0
APTS,20190527,16.37,16.37,16.37,16.37,0
APTV,20190527,67.81,67.81,67.81,67.81,0
APY,20190527,30.87,30.87,30.87,30.87,0
AQN,20190527,11.75,11.75,11.75,11.75,0
AQNA,20190527,26.43,26.43,26.43,26.43,0
AQUA,20190527,12.14,12.14,12.14,12.14,0
AR,20190527,7.08,7.08,7.08,7.08,0
ARA,20190527,6.23,6.23,6.23,6.23,0
ARC,20190527,2.08,2.08,2.08,2.08,0
ARCH,20190527,88.61,88.61,88.61,88.61,0
ARCO,20190527,6.3,6.3,6.3,6.3,0
ARD,20190527,14.78,14.78,14.78,14.78,0
ARDC,20190527,15.22,15.22,15.22,15.22,0
ARE,20190527,145.34,145.34,145.34,145.34,0
ARE-A,20190527,26.8,26.8,26.8,26.8,0
ARES,20190527,26.55,26.55,26.55,26.55,0
ARGD,20190527,25.77,25.77,25.77,25.77,0
ARGO,20190527,71.8,71.8,71.8,71.8,0
ARI,20190527,18.76,18.76,18.76,18.76,0
ARL,20190527,11.88,11.88,11.88,11.88,0
ARLO,20190527,3.87,3.87,3.87,3.87,0
ARMK,20190527,31.56,31.56,31.56,31.56,0
ARNC,20190527,22.25,22.25,22.25,22.25,0
AROC,20190527,9.25,9.25,9.25,9.25,0
ARR,20190527,18.13,18.13,18.13,18.13,0
ARR-B,20190527,25.04,25.04,25.04,25.04,0
ARW,20190527,65.26,65.26,65.26,65.26,0
ASA,20190527,9.43,9.43,9.43,9.43,0
ASB,20190527,21.13,21.13,21.13,21.13,0
ASB-C,20190527,26.01,26.01,26.01,26.01,0
ASB-D,20190527,24.9201,24.9201,24.9201,24.9201,0
ASB-E,20190527,25.76,25.76,25.76,25.76,0
ASC,20190527,7.05,7.05,7.05,7.05,0
ASG,20190527,5.53,5.53,5.53,5.53,0
